      479.27392      407.94955      373.32653      526.48376      446.16021      501.82160      610.38790      214.55580      457.64221      530.35561      534.35870      276.22060      343.96880      381.49343      248.68540      441.46920      458.20924      396.81007      466.97908      527.30159
      182.80742      467.21085      433.28610      551.00353      528.72347      554.70748      509.19906      298.47432      503.46303      440.07886      375.10039      476.80333      422.47733      385.37767      192.76908      552.81481      476.62868      518.21399      541.40769      562.77532
      262.75870      469.60758      411.17414      511.95579      419.14190      470.44311      367.25249      417.03961      456.12278      499.83152      351.04870      428.03152      541.80795      334.19011      332.65847      502.67543      480.50761      463.08202      525.75300      621.01878
      495.66127      431.92114      555.24982      524.53138      475.10011      591.18926      226.95958      414.79524      471.65751      456.02883      370.70826      463.51541      398.84100      306.95916      325.20621      362.85173      378.88481      500.41944      569.19586      508.97485
      544.95280      273.74967      333.21880      530.13702      469.46708      459.63251      247.59301      399.34410      425.49211      447.88415      442.67892      325.46409      370.51040      439.99325      279.92180      249.67782      487.16526      548.84084      509.52172      549.75542
      376.44916      388.56489      315.30197      508.04175      585.11999      313.00508      260.54644      311.61230      432.17323      467.58091      493.95836      364.55725      392.16018      503.24238      283.74747      317.06414      461.84939      604.61882      350.23374      557.56743
      282.77211      480.96735      409.65216      461.17626      551.72222      352.20344      317.03998      421.17784      391.33496      402.66373      504.62617      424.93899      347.72752      464.47964      306.53634      332.77442      499.62342      570.17590      448.51741      548.29418
      332.47025      551.17104      490.50959      339.90325      539.05064      482.93836      380.36507      612.12684      307.92452      369.62798      533.69700      312.68148      373.88309      378.12434      419.89854      454.27464      360.84689      380.79615      539.79447      571.32705
      400.77777      539.35570      609.57301      420.75225      460.19414      628.27877      490.73355      479.29105      442.59676      413.80169      524.21772      246.83710      430.22345      539.64085      459.53817      539.80286      427.57281      466.71563      595.67207      483.55455
      640.96799      579.29122      596.36508      390.11174      460.65739      507.95282      510.84572      566.33580      533.98388      363.83283      462.75357      289.85392      417.44215      637.09553      375.09289      568.41625      478.26297      595.93113      464.19733      429.09869
      469.01068      587.67156      738.69551      402.04802      321.15512      580.37096      534.88390      590.29428      520.48951      452.70814      500.71572      405.08604      478.12881      576.64077      264.55426      632.88432      281.43262      522.92416      536.91320      406.25246
      318.73668      609.31423      488.56838      435.85747      379.71911      691.83698      483.70673      512.23607      581.06989      508.99989      557.09361      541.95918      403.21349      469.54709      395.70118      567.31794      455.90402      445.98369      643.06596      394.56081
      367.34638      578.02570      438.45020      420.69954      279.64492      546.74176      476.82863      652.44141      537.75465      545.90489      484.57025      530.26586      371.12399      448.24984      328.59679      534.91784      368.31422      303.23091      592.20283      341.85086
      385.77637      416.85460      397.91503      301.23219      355.14391      427.07316      450.72609      647.22878      636.64142      448.33029      495.03113      494.49705      441.41803      432.23055      338.96093      487.56134      421.80863      170.72073      474.24942      293.71510
      252.72654      473.74128      205.61127      374.69642      325.99839      452.11496      445.66432      390.95649      509.38993      501.36535      422.99133      486.20373      530.71411      375.26389      383.11669      515.29731      443.56294      232.75031      317.01154      352.16402
      353.19521      347.27931       44.92932      425.98113      322.67513      491.68227      619.93244      215.61087      491.40517      462.98497      629.72488      660.15108      463.81919      411.49123      475.38794      327.16402      449.78188      459.67914      360.52675      390.46434
      465.26258      339.28794      337.52794      593.03845      374.06790      332.26508      459.43644      331.32302      555.49265      447.31639      630.68917      603.07659      655.05295      425.11324      475.21323      503.24476      452.04583      396.27915      495.60737      319.16662
      526.42098      429.79862      495.36628      511.20734      456.45157      497.83490      340.00322      335.34366      534.40179      330.65814      592.16502      449.91824      567.00614      387.02968      539.86739      537.14782      333.60320      280.84821      485.60923      403.99491
      451.64222      513.05340      583.12731      479.60606      513.64116      493.21030      355.63205      278.10414      516.17049      279.36915      442.53997      407.30472      392.33344      397.43671      518.92783      497.84068      328.48057      267.46076      497.97920      314.41632
      500.11810      444.92951      583.70980      446.30573      404.92626      569.42354      331.96926      305.66289      451.81733      412.89307      370.44524      266.38456      382.47509      408.01854      355.91105      425.85940      384.39609      391.23766      497.98980      237.50129
      508.39914      476.06993      368.76609      491.30832      501.50047      554.28981      693.21309      200.55643      535.54222      422.58636      626.95773      310.30246      294.93583      454.89224      132.62419      369.46781      392.57723      388.63736      474.09113      498.51272
      323.30331      395.67849      473.84970      546.74867      505.25633      544.67528      488.02593      334.93881      553.76471      432.43286      380.34068      414.41238      355.63805      385.48926      264.78138      466.28776      465.22002      474.92036      500.38601      559.25654
      119.92903      409.84507      316.09946      577.18118      449.84803      454.20117      452.34384      364.22252      470.75918      438.80953      428.04260      412.91650      458.81748      270.50129      197.75750      582.60766      479.12358      448.56642      422.95347      614.20801
      415.67867      552.06278      456.37836      607.53987      361.47851      620.86888      279.40305      439.36375      352.56628      410.23404      383.86537      494.72642      437.42587      223.80435      337.68147      424.51027      406.97740      487.09759      495.53907      485.10883
      488.51243      366.15342      493.33459      511.62589      396.26027      547.15756      236.24341      402.49654      417.75645      473.71404      424.14164      426.73832      354.79520      431.98793      219.15015      288.06320      550.47492      524.91348      512.06411      431.91354
