        0.22008        0.26827        0.28379        0.23439        0.26081        0.18503        0.24738        0.16442        0.15212        0.30151        0.18688        0.25261        0.24872        0.18678        0.24295        0.29587        0.19323        0.22735        0.26054        0.24779
        0.22442        0.24239        0.30617        0.23235        0.25955        0.19929        0.29540        0.22556        0.19475        0.25457        0.20106        0.25525        0.25568        0.16765        0.24518        0.30190        0.21341        0.25232        0.20990        0.24304
        0.25585        0.26839        0.28278        0.24013        0.25534        0.20566        0.32124        0.25448        0.18239        0.24606        0.20133        0.28133        0.26254        0.18212        0.29298        0.29795        0.18117        0.21635        0.21955        0.23733
        0.26103        0.26441        0.25915        0.24096        0.23939        0.23379        0.30441        0.25315        0.20715        0.23219        0.20904        0.27013        0.23949        0.14116        0.28701        0.26404        0.19505        0.20737        0.29285        0.24906
        0.25784        0.25633        0.26933        0.27128        0.26734        0.26537        0.36488        0.26125        0.18755        0.21020        0.20904        0.31617        0.21723        0.18665        0.28732        0.28562        0.23354        0.19445        0.33207        0.23235
        0.22148        0.21922        0.20744        0.25785        0.24987        0.26474        0.34107        0.27139        0.17994        0.19691        0.24480        0.35167        0.25032        0.22737        0.29464        0.27733        0.26701        0.16561        0.28618        0.21491
        0.24181        0.18380        0.19625        0.22953        0.24800        0.25211        0.33578        0.27781        0.19582        0.20412        0.23268        0.38059        0.26746        0.26196        0.24138        0.29519        0.29339        0.18265        0.27014        0.20829
        0.27206        0.19282        0.21828        0.22193        0.25248        0.25415        0.31909        0.28245        0.18863        0.23778        0.21470        0.32328        0.27168        0.24645        0.25624        0.31345        0.36982        0.23877        0.24483        0.22942
        0.22416        0.17454        0.20586        0.23233        0.21448        0.22162        0.31299        0.28218        0.20013        0.20262        0.24892        0.28008        0.22289        0.27367        0.21068        0.31745        0.36205        0.18221        0.24752        0.24240
        0.21995        0.17128        0.21129        0.26361        0.25855        0.21575        0.29243        0.24861        0.21758        0.18670        0.21724        0.23545        0.23348        0.30188        0.19795        0.32215        0.37596        0.15660        0.23887        0.24999
        0.22929        0.18668        0.22000        0.25018        0.27466        0.20092        0.27761        0.24325        0.24323        0.19370        0.18768        0.20519        0.24384        0.30449        0.22799        0.29091        0.31793        0.17141        0.22322        0.21783
        0.25783        0.17667        0.22946        0.30831        0.24567        0.24971        0.23301        0.21910        0.28069        0.22686        0.23518        0.22029        0.26002        0.27058        0.24460        0.25870        0.27823        0.19919        0.18931        0.22641
        0.23272        0.19401        0.27000        0.27125        0.24604        0.26970        0.22231        0.23445        0.27359        0.22182        0.22739        0.25203        0.26323        0.25368        0.26745        0.27995        0.26793        0.23880        0.20077        0.27885
        0.25205        0.16626        0.29941        0.25567        0.25480        0.28594        0.21056        0.28884        0.33394        0.27776        0.28552        0.23580        0.26054        0.22559        0.29138        0.29481        0.24585        0.27311        0.22305        0.29804
        0.24319        0.19485        0.30622        0.23020        0.29280        0.29166        0.22085        0.31913        0.29656        0.26289        0.32329        0.22654        0.28871        0.22810        0.28670        0.24980        0.19990        0.27972        0.19855        0.29855
        0.25026        0.21592        0.32387        0.19118        0.31771        0.27587        0.20769        0.33643        0.29361        0.25177        0.31504        0.24953        0.28031        0.25158        0.28762        0.25907        0.21783        0.25729        0.20001        0.27038
        0.28541        0.24718        0.28198        0.20288        0.29933        0.25668        0.23369        0.36784        0.25930        0.23985        0.32222        0.23155        0.25088        0.23164        0.25402        0.23855        0.19228        0.24425        0.20758        0.26177
        0.25084        0.24804        0.31268        0.23014        0.27061        0.26275        0.21782        0.30386        0.24288        0.22373        0.33655        0.25140        0.21380        0.22529        0.26154        0.27406        0.22190        0.24750        0.20994        0.28579
        0.22633        0.27008        0.28240        0.23029        0.26273        0.24134        0.21774        0.27109        0.25654        0.22393        0.29622        0.24537        0.22890        0.21879        0.26158        0.26043        0.19782        0.25812        0.17418        0.32058
        0.19272        0.24018        0.26600        0.24500        0.29366        0.26100        0.20457        0.25949        0.26983        0.17945        0.26736        0.26374        0.22199        0.25564        0.27590        0.28330        0.21607        0.25155        0.22719        0.31661
        0.19040        0.25280        0.22475        0.21578        0.25011        0.19409        0.25640        0.22243        0.16667        0.31890        0.19424        0.27705        0.25551        0.18923        0.24068        0.25901        0.17192        0.20558        0.23803        0.28695
        0.20678        0.24410        0.26189        0.23213        0.25980        0.17479        0.26695        0.22153        0.16130        0.31908        0.19318        0.26459        0.27371        0.19656        0.26298        0.29904        0.19086        0.24103        0.22588        0.24762
        0.20695        0.25398        0.25693        0.21351        0.25224        0.20636        0.27335        0.20798        0.18968        0.27800        0.18069        0.22785        0.23676        0.15018        0.26787        0.29143        0.20430        0.24561        0.22474        0.22926
        0.23411        0.23880        0.27226        0.23804        0.24616        0.22581        0.31005        0.23884        0.17651        0.25988        0.17609        0.24842        0.28113        0.14711        0.27627        0.29707        0.20641        0.20137        0.22645        0.24097
        0.26262        0.24561        0.24010        0.24910        0.25071        0.22268        0.34628        0.24038        0.18558        0.22480        0.19730        0.29693        0.22244        0.15209        0.27885        0.30936        0.21489        0.21294        0.27242        0.23726
        0.24696        0.20998        0.24837        0.25982        0.26706        0.24319        0.34221        0.25220        0.18684        0.20347        0.21031        0.32386        0.25834        0.22122        0.31006        0.28899        0.18395        0.20561        0.30569        0.22411
        0.26306        0.21896        0.21316        0.24528        0.26169        0.27344        0.34430        0.26378        0.19123        0.20167        0.23233        0.32024        0.27303        0.22492        0.29706        0.29422        0.25727        0.19549        0.29418        0.22060
        0.26056        0.17827        0.21137        0.20800        0.25699        0.24872        0.34659        0.23674        0.15590        0.20868        0.20463        0.33727        0.25422        0.22982        0.24233        0.31066        0.31630        0.19283        0.27085        0.21807
        0.23486        0.17334        0.22006        0.21173        0.24357        0.24110        0.35032        0.27389        0.18154        0.22203        0.20439        0.31392        0.24429        0.24695        0.25528        0.33572        0.37341        0.18654        0.24260        0.25104
        0.23900        0.16445        0.21920        0.24773        0.24669        0.22724        0.29652        0.27225        0.17655        0.21528        0.23491        0.25113        0.25783        0.25078        0.19607        0.33052        0.33749        0.15493        0.25282        0.24696
        0.19712        0.19538        0.25084        0.25702        0.24982        0.21451        0.28511        0.27225        0.21592        0.16766        0.19718        0.23569        0.24862        0.28381        0.19896        0.33111        0.32897        0.16135        0.21592        0.21364
        0.22035        0.20088        0.25706        0.26654        0.24469        0.19500        0.28208        0.23069        0.25993        0.21826        0.19788        0.18927        0.25491        0.25825        0.23875        0.27882        0.29429        0.20308        0.19415        0.21401
        0.26242        0.19059        0.25203        0.27766        0.23638        0.24759        0.22621        0.23678        0.29607        0.24633        0.21154        0.21895        0.26566        0.27648        0.26314        0.28716        0.25504        0.21645        0.22060        0.25608
